LapNumber,GP,Year,TrackStatus,Label
1.0,Bahrain,2024,2,Yellow flag
2.0,Bahrain,2024,1,Green flag
3.0,Bahrain,2024,1,Green flag
4.0,Bahrain,2024,1,Green flag
5.0,Bahrain,2024,1,Green flag
6.0,Bahrain,2024,1,Green flag
7.0,Bahrain,2024,1,Green flag
8.0,Bahrain,2024,1,Green flag
9.0,Bahrain,2024,1,Green flag
10.0,Bahrain,2024,2,Yellow flag
11.0,Bahrain,2024,2,Yellow flag
12.0,Bahrain,2024,1,Green flag
13.0,Bahrain,2024,1,Green flag
14.0,Bahrain,2024,1,Green flag
15.0,Bahrain,2024,1,Green flag
16.0,Bahrain,2024,1,Green flag
17.0,Bahrain,2024,1,Green flag
18.0,Bahrain,2024,1,Green flag
19.0,Bahrain,2024,1,Green flag
20.0,Bahrain,2024,1,Green flag
21.0,Bahrain,2024,1,Green flag
22.0,Bahrain,2024,1,Green flag
23.0,Bahrain,2024,1,Green flag
24.0,Bahrain,2024,1,Green flag
25.0,Bahrain,2024,1,Green flag
26.0,Bahrain,2024,1,Green flag
27.0,Bahrain,2024,1,Green flag
28.0,Bahrain,2024,1,Green flag
29.0,Bahrain,2024,1,Green flag
30.0,Bahrain,2024,1,Green flag
31.0,Bahrain,2024,1,Green flag
32.0,Bahrain,2024,1,Green flag
33.0,Bahrain,2024,1,Green flag
34.0,Bahrain,2024,1,Green flag
35.0,Bahrain,2024,1,Green flag
36.0,Bahrain,2024,1,Green flag
37.0,Bahrain,2024,1,Green flag
38.0,Bahrain,2024,1,Green flag
39.0,Bahrain,2024,1,Green flag
40.0,Bahrain,2024,1,Green flag
41.0,Bahrain,2024,1,Green flag
42.0,Bahrain,2024,1,Green flag
43.0,Bahrain,2024,1,Green flag
44.0,Bahrain,2024,1,Green flag
45.0,Bahrain,2024,1,Green flag
46.0,Bahrain,2024,1,Green flag
47.0,Bahrain,2024,1,Green flag
48.0,Bahrain,2024,1,Green flag
49.0,Bahrain,2024,1,Green flag
50.0,Bahrain,2024,1,Green flag
51.0,Bahrain,2024,1,Green flag
52.0,Bahrain,2024,1,Green flag
53.0,Bahrain,2024,1,Green flag
54.0,Bahrain,2024,1,Green flag
55.0,Bahrain,2024,1,Green flag
56.0,Bahrain,2024,1,Green flag
57.0,Bahrain,2024,1,Green flag
1.0,Saudi Arabia,2024,1,Green flag
2.0,Saudi Arabia,2024,1,Green flag
3.0,Saudi Arabia,2024,1,Green flag
4.0,Saudi Arabia,2024,1,Green flag
5.0,Saudi Arabia,2024,1,Green flag
6.0,Saudi Arabia,2024,1,Green flag
7.0,Saudi Arabia,2024,24,Safety Car
8.0,Saudi Arabia,2024,4,Safety Car
9.0,Saudi Arabia,2024,4,Safety Car
10.0,Saudi Arabia,2024,1,Green flag
11.0,Saudi Arabia,2024,1,Green flag
12.0,Saudi Arabia,2024,1,Green flag
13.0,Saudi Arabia,2024,1,Green flag
14.0,Saudi Arabia,2024,1,Green flag
15.0,Saudi Arabia,2024,1,Green flag
16.0,Saudi Arabia,2024,1,Green flag
17.0,Saudi Arabia,2024,1,Green flag
18.0,Saudi Arabia,2024,1,Green flag
19.0,Saudi Arabia,2024,1,Green flag
20.0,Saudi Arabia,2024,1,Green flag
21.0,Saudi Arabia,2024,1,Green flag
22.0,Saudi Arabia,2024,1,Green flag
23.0,Saudi Arabia,2024,1,Green flag
24.0,Saudi Arabia,2024,1,Green flag
25.0,Saudi Arabia,2024,1,Green flag
26.0,Saudi Arabia,2024,1,Green flag
27.0,Saudi Arabia,2024,1,Green flag
28.0,Saudi Arabia,2024,1,Green flag
29.0,Saudi Arabia,2024,1,Green flag
30.0,Saudi Arabia,2024,1,Green flag
31.0,Saudi Arabia,2024,1,Green flag
32.0,Saudi Arabia,2024,1,Green flag
33.0,Saudi Arabia,2024,1,Green flag
34.0,Saudi Arabia,2024,1,Green flag
35.0,Saudi Arabia,2024,1,Green flag
36.0,Saudi Arabia,2024,1,Green flag
37.0,Saudi Arabia,2024,1,Green flag
38.0,Saudi Arabia,2024,1,Green flag
39.0,Saudi Arabia,2024,1,Green flag
40.0,Saudi Arabia,2024,1,Green flag
41.0,Saudi Arabia,2024,1,Green flag
42.0,Saudi Arabia,2024,1,Green flag
43.0,Saudi Arabia,2024,1,Green flag
44.0,Saudi Arabia,2024,1,Green flag
45.0,Saudi Arabia,2024,1,Green flag
46.0,Saudi Arabia,2024,1,Green flag
47.0,Saudi Arabia,2024,1,Green flag
48.0,Saudi Arabia,2024,1,Green flag
49.0,Saudi Arabia,2024,1,Green flag
50.0,Saudi Arabia,2024,1,Green flag
1.0,Australia,2024,1,Green flag
2.0,Australia,2024,1,Green flag
3.0,Australia,2024,1,Green flag
4.0,Australia,2024,1,Green flag
5.0,Australia,2024,1,Green flag
6.0,Australia,2024,1,Green flag
7.0,Australia,2024,1,Green flag
8.0,Australia,2024,1,Green flag
9.0,Australia,2024,1,Green flag
10.0,Australia,2024,1,Green flag
11.0,Australia,2024,1,Green flag
12.0,Australia,2024,1,Green flag
13.0,Australia,2024,1,Green flag
14.0,Australia,2024,1,Green flag
15.0,Australia,2024,1,Green flag
16.0,Australia,2024,1,Green flag
17.0,Australia,2024,267,Virtual Safety Car
18.0,Australia,2024,1,Green flag
19.0,Australia,2024,1,Green flag
20.0,Australia,2024,1,Green flag
21.0,Australia,2024,1,Green flag
22.0,Australia,2024,1,Green flag
23.0,Australia,2024,1,Green flag
24.0,Australia,2024,1,Green flag
25.0,Australia,2024,1,Green flag
26.0,Australia,2024,1,Green flag
27.0,Australia,2024,1,Green flag
28.0,Australia,2024,1,Green flag
29.0,Australia,2024,1,Green flag
30.0,Australia,2024,1,Green flag
31.0,Australia,2024,1,Green flag
32.0,Australia,2024,1,Green flag
33.0,Australia,2024,1,Green flag
34.0,Australia,2024,1,Green flag
35.0,Australia,2024,1,Green flag
36.0,Australia,2024,1,Green flag
37.0,Australia,2024,1,Green flag
38.0,Australia,2024,1,Green flag
39.0,Australia,2024,1,Green flag
40.0,Australia,2024,1,Green flag
41.0,Australia,2024,1,Green flag
42.0,Australia,2024,1,Green flag
43.0,Australia,2024,1,Green flag
44.0,Australia,2024,1,Green flag
45.0,Australia,2024,1,Green flag
46.0,Australia,2024,1,Green flag
47.0,Australia,2024,1,Green flag
48.0,Australia,2024,1,Green flag
49.0,Australia,2024,1,Green flag
50.0,Australia,2024,1,Green flag
51.0,Australia,2024,1,Green flag
52.0,Australia,2024,1,Green flag
53.0,Australia,2024,1,Green flag
54.0,Australia,2024,1,Green flag
55.0,Australia,2024,1,Green flag
56.0,Australia,2024,2,Yellow flag
57.0,Australia,2024,6,Virtual Safety Car
58.0,Australia,2024,6,Virtual Safety Car
1.0,Japan,2024,25,Red Flag
2.0,Japan,2024,1,Green flag
3.0,Japan,2024,1,Green flag
4.0,Japan,2024,1,Green flag
5.0,Japan,2024,1,Green flag
6.0,Japan,2024,1,Green flag
7.0,Japan,2024,1,Green flag
8.0,Japan,2024,1,Green flag
9.0,Japan,2024,1,Green flag
10.0,Japan,2024,1,Green flag
11.0,Japan,2024,1,Green flag
12.0,Japan,2024,1,Green flag
13.0,Japan,2024,1,Green flag
14.0,Japan,2024,1,Green flag
15.0,Japan,2024,1,Green flag
16.0,Japan,2024,1,Green flag
17.0,Japan,2024,1,Green flag
18.0,Japan,2024,1,Green flag
19.0,Japan,2024,1,Green flag
20.0,Japan,2024,1,Green flag
21.0,Japan,2024,1,Green flag
22.0,Japan,2024,1,Green flag
23.0,Japan,2024,1,Green flag
24.0,Japan,2024,1,Green flag
25.0,Japan,2024,1,Green flag
26.0,Japan,2024,1,Green flag
27.0,Japan,2024,1,Green flag
28.0,Japan,2024,1,Green flag
29.0,Japan,2024,1,Green flag
30.0,Japan,2024,1,Green flag
31.0,Japan,2024,1,Green flag
32.0,Japan,2024,1,Green flag
33.0,Japan,2024,1,Green flag
34.0,Japan,2024,1,Green flag
35.0,Japan,2024,1,Green flag
36.0,Japan,2024,1,Green flag
37.0,Japan,2024,1,Green flag
38.0,Japan,2024,1,Green flag
39.0,Japan,2024,1,Green flag
40.0,Japan,2024,1,Green flag
41.0,Japan,2024,1,Green flag
42.0,Japan,2024,2,Yellow flag
43.0,Japan,2024,1,Green flag
44.0,Japan,2024,1,Green flag
45.0,Japan,2024,1,Green flag
46.0,Japan,2024,1,Green flag
47.0,Japan,2024,1,Green flag
48.0,Japan,2024,1,Green flag
49.0,Japan,2024,1,Green flag
50.0,Japan,2024,1,Green flag
51.0,Japan,2024,1,Green flag
52.0,Japan,2024,1,Green flag
53.0,Japan,2024,1,Green flag
0.0,Japan,2024,25,Red Flag
1.0,China,2024,1,Green flag
2.0,China,2024,1,Green flag
3.0,China,2024,1,Green flag
4.0,China,2024,1,Green flag
5.0,China,2024,1,Green flag
6.0,China,2024,1,Green flag
7.0,China,2024,1,Green flag
8.0,China,2024,1,Green flag
9.0,China,2024,1,Green flag
10.0,China,2024,1,Green flag
11.0,China,2024,1,Green flag
12.0,China,2024,1,Green flag
13.0,China,2024,1,Green flag
14.0,China,2024,1,Green flag
15.0,China,2024,1,Green flag
16.0,China,2024,1,Green flag
17.0,China,2024,1,Green flag
18.0,China,2024,1,Green flag
19.0,China,2024,1,Green flag
20.0,China,2024,1,Green flag
21.0,China,2024,2,Yellow flag
22.0,China,2024,26,Virtual Safety Car
23.0,China,2024,64,Safety Car
24.0,China,2024,4,Safety Car
25.0,China,2024,4,Safety Car
26.0,China,2024,4,Safety Car
27.0,China,2024,24,Safety Car
28.0,China,2024,4,Safety Car
29.0,China,2024,4,Safety Car
30.0,China,2024,4,Safety Car
31.0,China,2024,4,Safety Car
32.0,China,2024,1,Green flag
33.0,China,2024,1,Green flag
34.0,China,2024,1,Green flag
35.0,China,2024,1,Green flag
36.0,China,2024,1,Green flag
37.0,China,2024,1,Green flag
38.0,China,2024,1,Green flag
39.0,China,2024,1,Green flag
40.0,China,2024,1,Green flag
41.0,China,2024,1,Green flag
42.0,China,2024,1,Green flag
43.0,China,2024,1,Green flag
44.0,China,2024,1,Green flag
45.0,China,2024,1,Green flag
46.0,China,2024,1,Green flag
47.0,China,2024,1,Green flag
48.0,China,2024,1,Green flag
49.0,China,2024,1,Green flag
50.0,China,2024,1,Green flag
51.0,China,2024,1,Green flag
52.0,China,2024,1,Green flag
53.0,China,2024,1,Green flag
54.0,China,2024,1,Green flag
55.0,China,2024,1,Green flag
56.0,China,2024,1,Green flag
1.0,Miami,2024,1,Green flag
2.0,Miami,2024,1,Green flag
3.0,Miami,2024,1,Green flag
4.0,Miami,2024,1,Green flag
5.0,Miami,2024,1,Green flag
6.0,Miami,2024,1,Green flag
7.0,Miami,2024,1,Green flag
8.0,Miami,2024,1,Green flag
9.0,Miami,2024,1,Green flag
10.0,Miami,2024,1,Green flag
11.0,Miami,2024,1,Green flag
12.0,Miami,2024,1,Green flag
13.0,Miami,2024,1,Green flag
14.0,Miami,2024,1,Green flag
15.0,Miami,2024,1,Green flag
16.0,Miami,2024,1,Green flag
17.0,Miami,2024,1,Green flag
18.0,Miami,2024,1,Green flag
19.0,Miami,2024,1,Green flag
20.0,Miami,2024,1,Green flag
21.0,Miami,2024,1,Green flag
22.0,Miami,2024,1,Green flag
23.0,Miami,2024,67,Virtual Safety Car
24.0,Miami,2024,1,Green flag
25.0,Miami,2024,1,Green flag
26.0,Miami,2024,1,Green flag
27.0,Miami,2024,1,Green flag
28.0,Miami,2024,24,Safety Car
29.0,Miami,2024,4,Safety Car
30.0,Miami,2024,4,Safety Car
31.0,Miami,2024,4,Safety Car
32.0,Miami,2024,4,Safety Car
33.0,Miami,2024,1,Green flag
34.0,Miami,2024,1,Green flag
35.0,Miami,2024,1,Green flag
36.0,Miami,2024,1,Green flag
37.0,Miami,2024,1,Green flag
38.0,Miami,2024,1,Green flag
39.0,Miami,2024,1,Green flag
40.0,Miami,2024,1,Green flag
41.0,Miami,2024,1,Green flag
42.0,Miami,2024,1,Green flag
43.0,Miami,2024,1,Green flag
44.0,Miami,2024,1,Green flag
45.0,Miami,2024,1,Green flag
46.0,Miami,2024,1,Green flag
47.0,Miami,2024,1,Green flag
48.0,Miami,2024,1,Green flag
49.0,Miami,2024,1,Green flag
50.0,Miami,2024,1,Green flag
51.0,Miami,2024,1,Green flag
52.0,Miami,2024,1,Green flag
53.0,Miami,2024,1,Green flag
54.0,Miami,2024,1,Green flag
55.0,Miami,2024,1,Green flag
56.0,Miami,2024,1,Green flag
57.0,Miami,2024,1,Green flag
1.0,Imola,2024,1,Green flag
2.0,Imola,2024,1,Green flag
3.0,Imola,2024,1,Green flag
4.0,Imola,2024,1,Green flag
5.0,Imola,2024,1,Green flag
6.0,Imola,2024,1,Green flag
7.0,Imola,2024,1,Green flag
8.0,Imola,2024,1,Green flag
9.0,Imola,2024,1,Green flag
10.0,Imola,2024,1,Green flag
11.0,Imola,2024,1,Green flag
12.0,Imola,2024,1,Green flag
13.0,Imola,2024,1,Green flag
14.0,Imola,2024,1,Green flag
15.0,Imola,2024,1,Green flag
16.0,Imola,2024,1,Green flag
17.0,Imola,2024,1,Green flag
18.0,Imola,2024,1,Green flag
19.0,Imola,2024,1,Green flag
20.0,Imola,2024,1,Green flag
21.0,Imola,2024,1,Green flag
22.0,Imola,2024,1,Green flag
23.0,Imola,2024,1,Green flag
24.0,Imola,2024,1,Green flag
25.0,Imola,2024,1,Green flag
26.0,Imola,2024,1,Green flag
27.0,Imola,2024,1,Green flag
28.0,Imola,2024,1,Green flag
29.0,Imola,2024,1,Green flag
30.0,Imola,2024,1,Green flag
31.0,Imola,2024,1,Green flag
32.0,Imola,2024,1,Green flag
33.0,Imola,2024,1,Green flag
34.0,Imola,2024,1,Green flag
35.0,Imola,2024,1,Green flag
36.0,Imola,2024,1,Green flag
37.0,Imola,2024,1,Green flag
38.0,Imola,2024,1,Green flag
39.0,Imola,2024,1,Green flag
40.0,Imola,2024,1,Green flag
41.0,Imola,2024,1,Green flag
42.0,Imola,2024,1,Green flag
43.0,Imola,2024,1,Green flag
44.0,Imola,2024,1,Green flag
45.0,Imola,2024,1,Green flag
46.0,Imola,2024,1,Green flag
47.0,Imola,2024,1,Green flag
48.0,Imola,2024,1,Green flag
49.0,Imola,2024,1,Green flag
50.0,Imola,2024,1,Green flag
51.0,Imola,2024,1,Green flag
52.0,Imola,2024,1,Green flag
53.0,Imola,2024,1,Green flag
54.0,Imola,2024,1,Green flag
55.0,Imola,2024,1,Green flag
56.0,Imola,2024,1,Green flag
57.0,Imola,2024,1,Green flag
58.0,Imola,2024,1,Green flag
59.0,Imola,2024,1,Green flag
60.0,Imola,2024,1,Green flag
61.0,Imola,2024,1,Green flag
62.0,Imola,2024,1,Green flag
63.0,Imola,2024,1,Green flag
1.0,Monaco,2024,4,Safety Car
2.0,Monaco,2024,1,Green flag
3.0,Monaco,2024,1,Green flag
4.0,Monaco,2024,1,Green flag
5.0,Monaco,2024,1,Green flag
6.0,Monaco,2024,1,Green flag
7.0,Monaco,2024,1,Green flag
8.0,Monaco,2024,1,Green flag
9.0,Monaco,2024,1,Green flag
10.0,Monaco,2024,1,Green flag
11.0,Monaco,2024,1,Green flag
12.0,Monaco,2024,1,Green flag
13.0,Monaco,2024,1,Green flag
14.0,Monaco,2024,1,Green flag
15.0,Monaco,2024,1,Green flag
16.0,Monaco,2024,1,Green flag
17.0,Monaco,2024,1,Green flag
18.0,Monaco,2024,1,Green flag
19.0,Monaco,2024,1,Green flag
20.0,Monaco,2024,1,Green flag
21.0,Monaco,2024,1,Green flag
22.0,Monaco,2024,1,Green flag
23.0,Monaco,2024,1,Green flag
24.0,Monaco,2024,1,Green flag
25.0,Monaco,2024,1,Green flag
26.0,Monaco,2024,1,Green flag
27.0,Monaco,2024,1,Green flag
28.0,Monaco,2024,1,Green flag
29.0,Monaco,2024,1,Green flag
30.0,Monaco,2024,1,Green flag
31.0,Monaco,2024,1,Green flag
32.0,Monaco,2024,1,Green flag
33.0,Monaco,2024,1,Green flag
34.0,Monaco,2024,1,Green flag
35.0,Monaco,2024,1,Green flag
36.0,Monaco,2024,1,Green flag
37.0,Monaco,2024,1,Green flag
38.0,Monaco,2024,1,Green flag
39.0,Monaco,2024,1,Green flag
40.0,Monaco,2024,1,Green flag
41.0,Monaco,2024,1,Green flag
42.0,Monaco,2024,1,Green flag
43.0,Monaco,2024,1,Green flag
44.0,Monaco,2024,1,Green flag
45.0,Monaco,2024,1,Green flag
46.0,Monaco,2024,1,Green flag
47.0,Monaco,2024,1,Green flag
48.0,Monaco,2024,1,Green flag
49.0,Monaco,2024,1,Green flag
50.0,Monaco,2024,1,Green flag
51.0,Monaco,2024,1,Green flag
52.0,Monaco,2024,2,Yellow flag
53.0,Monaco,2024,1,Green flag
54.0,Monaco,2024,1,Green flag
55.0,Monaco,2024,1,Green flag
56.0,Monaco,2024,1,Green flag
57.0,Monaco,2024,1,Green flag
58.0,Monaco,2024,1,Green flag
59.0,Monaco,2024,1,Green flag
60.0,Monaco,2024,1,Green flag
61.0,Monaco,2024,1,Green flag
62.0,Monaco,2024,1,Green flag
63.0,Monaco,2024,1,Green flag
64.0,Monaco,2024,1,Green flag
65.0,Monaco,2024,1,Green flag
66.0,Monaco,2024,1,Green flag
67.0,Monaco,2024,1,Green flag
68.0,Monaco,2024,1,Green flag
69.0,Monaco,2024,1,Green flag
70.0,Monaco,2024,1,Green flag
71.0,Monaco,2024,1,Green flag
72.0,Monaco,2024,1,Green flag
73.0,Monaco,2024,1,Green flag
74.0,Monaco,2024,1,Green flag
75.0,Monaco,2024,1,Green flag
76.0,Monaco,2024,1,Green flag
77.0,Monaco,2024,1,Green flag
0.0,Monaco,2024,254,Safety Car
1.0,Spain,2024,1,Green flag
2.0,Spain,2024,1,Green flag
3.0,Spain,2024,1,Green flag
4.0,Spain,2024,1,Green flag
5.0,Spain,2024,1,Green flag
6.0,Spain,2024,1,Green flag
7.0,Spain,2024,1,Green flag
8.0,Spain,2024,1,Green flag
9.0,Spain,2024,1,Green flag
10.0,Spain,2024,1,Green flag
11.0,Spain,2024,1,Green flag
12.0,Spain,2024,1,Green flag
13.0,Spain,2024,1,Green flag
14.0,Spain,2024,1,Green flag
15.0,Spain,2024,1,Green flag
16.0,Spain,2024,1,Green flag
17.0,Spain,2024,1,Green flag
18.0,Spain,2024,1,Green flag
19.0,Spain,2024,1,Green flag
20.0,Spain,2024,1,Green flag
21.0,Spain,2024,1,Green flag
22.0,Spain,2024,1,Green flag
23.0,Spain,2024,1,Green flag
24.0,Spain,2024,1,Green flag
25.0,Spain,2024,1,Green flag
26.0,Spain,2024,1,Green flag
27.0,Spain,2024,1,Green flag
28.0,Spain,2024,1,Green flag
29.0,Spain,2024,1,Green flag
30.0,Spain,2024,1,Green flag
31.0,Spain,2024,1,Green flag
32.0,Spain,2024,1,Green flag
33.0,Spain,2024,1,Green flag
34.0,Spain,2024,1,Green flag
35.0,Spain,2024,1,Green flag
36.0,Spain,2024,1,Green flag
37.0,Spain,2024,1,Green flag
38.0,Spain,2024,1,Green flag
39.0,Spain,2024,1,Green flag
40.0,Spain,2024,1,Green flag
41.0,Spain,2024,1,Green flag
42.0,Spain,2024,1,Green flag
43.0,Spain,2024,1,Green flag
44.0,Spain,2024,1,Green flag
45.0,Spain,2024,1,Green flag
46.0,Spain,2024,1,Green flag
47.0,Spain,2024,1,Green flag
48.0,Spain,2024,1,Green flag
49.0,Spain,2024,1,Green flag
50.0,Spain,2024,1,Green flag
51.0,Spain,2024,1,Green flag
52.0,Spain,2024,1,Green flag
53.0,Spain,2024,1,Green flag
54.0,Spain,2024,1,Green flag
55.0,Spain,2024,1,Green flag
56.0,Spain,2024,1,Green flag
57.0,Spain,2024,1,Green flag
58.0,Spain,2024,1,Green flag
59.0,Spain,2024,1,Green flag
60.0,Spain,2024,1,Green flag
61.0,Spain,2024,1,Green flag
62.0,Spain,2024,1,Green flag
63.0,Spain,2024,1,Green flag
64.0,Spain,2024,1,Green flag
65.0,Spain,2024,1,Green flag
66.0,Spain,2024,1,Green flag
1.0,Canada,2024,2,Yellow flag
2.0,Canada,2024,1,Green flag
3.0,Canada,2024,1,Green flag
4.0,Canada,2024,1,Green flag
5.0,Canada,2024,1,Green flag
6.0,Canada,2024,2,Yellow flag
7.0,Canada,2024,1,Green flag
8.0,Canada,2024,1,Green flag
9.0,Canada,2024,1,Green flag
10.0,Canada,2024,1,Green flag
11.0,Canada,2024,1,Green flag
12.0,Canada,2024,1,Green flag
13.0,Canada,2024,1,Green flag
14.0,Canada,2024,1,Green flag
15.0,Canada,2024,1,Green flag
16.0,Canada,2024,1,Green flag
17.0,Canada,2024,1,Green flag
18.0,Canada,2024,1,Green flag
19.0,Canada,2024,1,Green flag
20.0,Canada,2024,1,Green flag
21.0,Canada,2024,1,Green flag
22.0,Canada,2024,1,Green flag
23.0,Canada,2024,1,Green flag
24.0,Canada,2024,1,Green flag
25.0,Canada,2024,24,Safety Car
26.0,Canada,2024,4,Safety Car
27.0,Canada,2024,4,Safety Car
28.0,Canada,2024,4,Safety Car
29.0,Canada,2024,42,Safety Car
30.0,Canada,2024,1,Green flag
